Years_x,Time,Temperature,Humidity,Ground radiation intensity,Radiation intensity in the upper atmosphere,Photovoltaic power generation,Years_y,Air density,Wind Speed,Power generation,wind speed,Wind speed
01-06-2019 00:00,00:00.0,6.224,0.007,0,0,0,01-06-2019 00:00,1.164,5.005,1042.746,7.685,5.884
01-09-2019 00:00,00:00.0,11.281,0.009,0,0,0,01-06-2019 00:00,1.164,5.005,1042.746,7.685,5.884
01-12-2019 00:00,00:00.0,-10.687,0.001,0,0,0,01-06-2019 00:00,1.164,5.005,1042.746,7.685,5.884
01-03-2019 00:00,00:00.0,-8.083,0.002,0,0,0,01-06-2019 00:00,1.164,5.005,1042.746,7.685,5.884
01-12-2019 01:00,00:00.0,-10.623,0.001,0,0,0,01-06-2019 01:00,1.16,5.005,1013.124,7.685,5.827
01-09-2019 01:00,00:00.0,10.447,0.009,0,0,0,01-06-2019 01:00,1.16,5.005,1013.124,7.685,5.827
01-06-2019 01:00,00:00.0,6.071,0.007,0,0,0,01-06-2019 01:00,1.16,5.005,1013.124,7.685,5.827
01-03-2019 01:00,00:00.0,-8.324,0.002,0,0,0,01-06-2019 01:00,1.16,5.005,1013.124,7.685,5.827
01-03-2019 02:00,00:00.0,-8.261,0.002,0,0,0,01-12-2019 02:00,1.309,5.005,2162.803,7.685,5.827
01-06-2019 02:00,00:00.0,6.173,0.006,0,0,0,01-12-2019 02:00,1.309,5.005,2162.803,7.685,5.827
01-09-2019 02:00,00:00.0,9.97,0.009,0,0,0,01-12-2019 02:00,1.309,5.005,2162.803,7.685,5.827
01-12-2019 02:00,00:00.0,-10.564,0.001,0,0,0,01-12-2019 02:00,1.309,5.005,2162.803,7.685,5.827
01-09-2019 03:00,00:00.0,9.942,0.009,0,0,0,01-06-2019 03:00,1.155,5.005,774.162,7.685,5.332
01-12-2019 03:00,00:00.0,-10.954,0.001,0,0,0,01-06-2019 03:00,1.155,5.005,774.162,7.685,5.332
01-06-2019 03:00,00:00.0,6.232,0.006,2.229,10.77,0,01-06-2019 03:00,1.155,5.005,774.162,7.685,5.332
01-03-2019 03:00,00:00.0,-8.036,0.002,0,0,0,01-06-2019 03:00,1.155,5.005,774.162,7.685,5.332
01-06-2019 04:00,00:00.0,7.108,0.007,49.79,158.093,123.096,01-12-2019 04:00,1.302,5.005,1740.835,7.058,5.332
01-03-2019 04:00,00:00.0,-8.291,0.002,0,0,0,01-12-2019 04:00,1.302,5.005,1740.835,7.058,5.332
01-09-2019 04:00,00:00.0,9.962,0.009,2.222,7.152,0,01-12-2019 04:00,1.302,5.005,1740.835,7.058,5.332
01-12-2019 04:00,00:00.0,-11.344,0.001,0,0,0,01-12-2019 04:00,1.302,5.005,1740.835,7.058,5.332
01-06-2019 05:00,00:00.0,8.329,0.007,157.026,371.105,414.23,01-12-2019 05:00,1.3,5.005,1444.972,6.59,5.332
01-03-2019 05:00,00:00.0,-8.859,0.002,0.408,1.828,0,01-12-2019 05:00,1.3,5.005,1444.972,6.59,5.332
01-09-2019 05:00,00:00.0,11.849,0.009,65.125,156.73,951.663,01-12-2019 05:00,1.3,5.005,1444.972,6.59,5.332
01-12-2019 05:00,00:00.0,-11.784,0.001,0,0,0,01-12-2019 05:00,1.3,5.005,1444.972,6.59,5.332
01-12-2019 06:00,00:00.0,-12.119,0.001,0.148,0.897,0,01-09-2019 06:00,1.148,5.005,634.55,6.59,5.332
01-09-2019 06:00,00:00.0,14.133,0.009,197.159,384.867,1809.507,01-09-2019 06:00,1.148,5.005,634.55,6.59,5.332
01-03-2019 06:00,00:00.0,-8.852,0.002,39.952,106.569,762.495,01-09-2019 06:00,1.148,5.005,634.55,6.59,5.332
01-06-2019 06:00,00:00.0,10.444,0.007,308.848,583.704,1259.843,01-09-2019 06:00,1.148,5.005,634.55,6.59,5.332
01-06-2019 07:00,00:00.0,13.464,0.007,463.889,781.357,2463.576,01-06-2019 07:00,1.15,5.005,506.351,6.59,4.67
01-12-2019 07:00,00:00.0,-12.49,0.001,22.885,72.842,38.256,01-06-2019 07:00,1.15,5.005,506.351,6.59,4.67
01-09-2019 07:00,00:00.0,15.898,0.01,352.22,597.137,2240.897,01-06-2019 07:00,1.15,5.005,506.351,6.59,4.67
01-03-2019 07:00,00:00.0,-6.058,0.002,166.619,322.632,1947.657,01-06-2019 07:00,1.15,5.005,506.351,6.59,4.67
01-12-2019 08:00,00:00.0,-11.949,0.001,103.855,238.698,332.178,01-09-2019 08:00,1.15,5.626,912.181,6.59,4.67
01-03-2019 08:00,00:00.0,-3.166,0.002,318.431,512.087,3178.949,01-09-2019 08:00,1.15,5.626,912.181,6.59,4.67
01-09-2019 08:00,00:00.0,17.687,0.01,489.179,778.918,2548.483,01-09-2019 08:00,1.15,5.626,912.181,6.59,4.67
01-06-2019 08:00,00:00.0,15.554,0.006,587.988,950.638,3269.984,01-09-2019 08:00,1.15,5.626,912.181,6.59,4.67
01-06-2019 09:00,00:00.0,16.779,0.006,667.27,1079.979,3523.963,01-06-2019 09:00,1.152,5.626,1427.225,6.59,6.561
01-12-2019 09:00,00:00.0,-11.005,0.001,191.521,375.545,675.737,01-06-2019 09:00,1.152,5.626,1427.225,6.59,6.561
01-09-2019 09:00,00:00.0,19.519,0.01,597.534,917.798,2802.475,01-06-2019 09:00,1.152,5.626,1427.225,6.59,6.561
01-03-2019 09:00,00:00.0,-0.677,0.002,450.461,656.924,3645.347,01-06-2019 09:00,1.152,5.626,1427.225,6.59,6.561
01-06-2019 10:00,00:00.0,17.679,0.006,697.486,1160.613,3577.048,01-12-2019 10:00,1.305,5.626,1295.209,6.332,6.561
01-03-2019 10:00,00:00.0,0.617,0.002,535.434,747.324,3771.749,01-12-2019 10:00,1.305,5.626,1295.209,6.332,6.561
01-09-2019 10:00,00:00.0,20.736,0.01,652.827,1004.287,2955.713,01-12-2019 10:00,1.305,5.626,1295.209,6.332,6.561
01-12-2019 10:00,00:00.0,-10.212,0.001,249.671,460.775,914.508,01-12-2019 10:00,1.305,5.626,1295.209,6.332,6.561
01-06-2019 11:00,00:00.0,18.161,0.006,690.683,1187.036,3417.618,01-03-2019 11:00,1.257,5.626,1706.339,7.002,6.561
01-03-2019 11:00,00:00.0,1.204,0.002,547.181,777.102,3806.537,01-03-2019 11:00,1.257,5.626,1706.339,7.002,6.561
01-12-2019 11:00,00:00.0,-9.846,0.001,262.523,488.587,928.676,01-03-2019 11:00,1.257,5.626,1706.339,7.002,6.561
01-09-2019 11:00,00:00.0,21.511,0.01,653.62,1032.466,3096.007,01-03-2019 11:00,1.257,5.626,1706.339,7.002,6.561
01-06-2019 12:00,00:00.0,18.427,0.006,656.784,1157.468,3234.215,01-06-2019 12:00,1.161,5.626,1593.342,7.002,6.824
01-09-2019 12:00,00:00.0,21.723,0.011,612.812,1000.399,2746.238,01-06-2019 12:00,1.161,5.626,1593.342,7.002,6.824
01-12-2019 12:00,00:00.0,-9.912,0.001,223.905,457.05,604.69,01-06-2019 12:00,1.161,5.626,1593.342,7.002,6.824
01-03-2019 12:00,00:00.0,1.498,0.002,514.879,744.303,3831.06,01-06-2019 12:00,1.161,5.626,1593.342,7.002,6.824
01-12-2019 13:00,00:00.0,-10.12,0.001,155.061,368.35,397.029,01-03-2019 13:00,1.261,5.626,2613.11,8.336,6.824
01-03-2019 13:00,00:00.0,1.501,0.002,442.871,651.12,3649.843,01-03-2019 13:00,1.261,5.626,2613.11,8.336,6.824
01-06-2019 13:00,00:00.0,18.546,0.006,591.716,1073.917,3046.396,01-03-2019 13:00,1.261,5.626,2613.11,8.336,6.824
01-09-2019 13:00,00:00.0,21.319,0.011,533.699,910.227,1989.561,01-03-2019 13:00,1.261,5.626,2613.11,8.336,6.824
01-06-2019 14:00,00:00.0,18.388,0.006,490.91,942.139,2610.458,01-06-2019 14:00,1.167,5.626,1356.278,8.336,6.437
01-09-2019 14:00,00:00.0,20.496,0.011,423.133,768.098,1251.729,01-06-2019 14:00,1.167,5.626,1356.278,8.336,6.437
01-12-2019 14:00,00:00.0,-10.512,0.001,79.675,228.503,222.08,01-06-2019 14:00,1.167,5.626,1356.278,8.336,6.437
01-03-2019 14:00,00:00.0,1.134,0.002,329.011,503.958,3225.598,01-06-2019 14:00,1.167,5.626,1356.278,8.336,6.437
01-06-2019 15:00,00:00.0,17.722,0.007,374.816,771.054,1546.145,01-03-2019 15:00,1.265,5.626,2269.457,7.833,6.437
01-12-2019 15:00,00:00.0,-11.603,0.001,16.124,57.413,22.078,01-03-2019 15:00,1.265,5.626,2269.457,7.833,6.437
01-03-2019 15:00,00:00.0,0.182,0.002,183.507,312.85,2361.691,01-03-2019 15:00,1.265,5.626,2269.457,7.833,6.437
01-09-2019 15:00,00:00.0,19.274,0.011,295.945,583.66,471.321,01-03-2019 15:00,1.265,5.626,2269.457,7.833,6.437
01-09-2019 16:00,00:00.0,18.06,0.012,163.225,369.465,111.503,01-12-2019 16:00,1.308,5.626,276.157,3.932,6.437
01-06-2019 16:00,00:00.0,16.75,0.007,260.422,572.392,716.79,01-12-2019 16:00,1.308,5.626,276.157,3.932,6.437
01-03-2019 16:00,00:00.0,-3.08,0.002,43.72,95.739,720.882,01-12-2019 16:00,1.308,5.626,276.157,3.932,6.437
01-12-2019 16:00,00:00.0,-12.738,0.001,0.011,0.051,0,01-12-2019 16:00,1.308,5.626,276.157,3.932,6.437
01-03-2019 17:00,00:00.0,-6.011,0.002,0.112,0.464,0,01-03-2019 17:00,1.27,5.626,2319.061,7.911,6.437
01-12-2019 17:00,00:00.0,-13.152,0.001,0,0,0,01-03-2019 17:00,1.27,5.626,2319.061,7.911,6.437
01-06-2019 17:00,00:00.0,15.777,0.008,146.29,359.662,674.14,01-03-2019 17:00,1.27,5.626,2319.061,7.911,6.437
01-09-2019 17:00,00:00.0,17.003,0.012,50.649,141.343,5.963,01-03-2019 17:00,1.27,5.626,2319.061,7.911,6.437
01-09-2019 18:00,00:00.0,15.865,0.011,1.536,6.274,0,01-09-2019 18:00,1.182,6.067,1140.815,7.911,6.437
01-12-2019 18:00,00:00.0,-13.568,0.001,0,0,0,01-09-2019 18:00,1.182,6.067,1140.815,7.911,6.437
01-03-2019 18:00,00:00.0,-7.035,0.002,0,0,0,01-09-2019 18:00,1.182,6.067,1140.815,7.911,6.437
01-06-2019 18:00,00:00.0,13.277,0.008,47.528,147.991,334.938,01-09-2019 18:00,1.182,6.067,1140.815,7.911,6.437
01-09-2019 19:00,00:00.0,15.246,0.011,0,0,0,01-06-2019 19:00,1.179,6.067,67.803,7.911,2.859
01-12-2019 19:00,00:00.0,-13.989,0.001,0,0,0,01-06-2019 19:00,1.179,6.067,67.803,7.911,2.859
01-06-2019 19:00,00:00.0,11.308,0.007,3.465,14.224,0,01-06-2019 19:00,1.179,6.067,67.803,7.911,2.859
01-03-2019 19:00,00:00.0,-7.879,0.002,0,0,0,01-06-2019 19:00,1.179,6.067,67.803,7.911,2.859
01-12-2019 20:00,00:00.0,-14.095,0.001,0,0,0,01-09-2019 20:00,1.187,6.658,1486.336,7.911,2.859
01-09-2019 20:00,00:00.0,14.682,0.01,0,0,0,01-09-2019 20:00,1.187,6.658,1486.336,7.911,2.859
01-03-2019 20:00,00:00.0,-8.616,0.002,0,0,0,01-09-2019 20:00,1.187,6.658,1486.336,7.911,2.859
01-06-2019 20:00,00:00.0,11.14,0.007,0,0.002,0,01-09-2019 20:00,1.187,6.658,1486.336,7.911,2.859
01-06-2019 21:00,00:00.0,10.346,0.007,0,0,0,01-06-2019 21:00,1.18,6.658,1783.851,7.911,7.117
01-09-2019 21:00,00:00.0,14.038,0.01,0,0,0,01-06-2019 21:00,1.18,6.658,1783.851,7.911,7.117
01-12-2019 21:00,00:00.0,-14.045,0.001,0,0,0,01-06-2019 21:00,1.18,6.658,1783.851,7.911,7.117
01-03-2019 21:00,00:00.0,-9.25,0.002,0,0,0,01-06-2019 21:00,1.18,6.658,1783.851,7.911,7.117
01-12-2019 22:00,00:00.0,-13.784,0.001,0,0,0,01-06-2019 22:00,1.174,6.658,2551.613,7.911,8.248
01-06-2019 22:00,00:00.0,9.663,0.007,0,0,0,01-06-2019 22:00,1.174,6.658,2551.613,7.911,8.248
01-09-2019 22:00,00:00.0,13.302,0.01,0,0,0,01-06-2019 22:00,1.174,6.658,2551.613,7.911,8.248
01-03-2019 22:00,00:00.0,-9.54,0.002,0,0,0,01-06-2019 22:00,1.174,6.658,2551.613,7.911,8.248
01-12-2019 23:00,00:00.0,-13.643,0.001,0,0,0,01-09-2019 23:00,1.182,6.113,1166.65,7.911,8.248
01-09-2019 23:00,00:00.0,12.798,0.01,0,0,0,01-09-2019 23:00,1.182,6.113,1166.65,7.911,8.248
01-03-2019 23:00,00:00.0,-9.674,0.002,0,0,0,01-09-2019 23:00,1.182,6.113,1166.65,7.911,8.248
01-06-2019 23:00,00:00.0,9.58,0.007,0,0,0,01-09-2019 23:00,1.182,6.113,1166.65,7.911,8.248
02-03-2019 00:00,00:00.0,-9.752,0.002,0,0,0,02-03-2019 00:00,1.268,6.113,94.686,3.057,8.248
02-12-2019 00:00,00:00.0,-13.606,0.001,0,0,0,02-03-2019 00:00,1.268,6.113,94.686,3.057,8.248
02-06-2019 00:00,00:00.0,9.353,0.007,0,0,0,02-03-2019 00:00,1.268,6.113,94.686,3.057,8.248
02-09-2019 00:00,00:00.0,12.174,0.009,0,0,0,02-03-2019 00:00,1.268,6.113,94.686,3.057,8.248
02-09-2019 01:00,00:00.0,11.515,0.009,0,0,0,02-12-2019 01:00,1.308,6.113,552.857,4.787,8.248
02-03-2019 01:00,00:00.0,-10.048,0.002,0,0,0,02-12-2019 01:00,1.308,6.113,552.857,4.787,8.248
02-06-2019 01:00,00:00.0,9.248,0.007,0,0,0,02-12-2019 01:00,1.308,6.113,552.857,4.787,8.248
02-12-2019 01:00,00:00.0,-13.654,0.001,0,0,0,02-12-2019 01:00,1.308,6.113,552.857,4.787,8.248
02-03-2019 02:00,00:00.0,-10.397,0.002,0,0,0,02-09-2019 02:00,1.162,6.024,1119.324,4.787,8.248
02-12-2019 02:00,00:00.0,-13.824,0.001,0,0,0,02-09-2019 02:00,1.162,6.024,1119.324,4.787,8.248
02-09-2019 02:00,00:00.0,10.865,0.009,0,0,0,02-09-2019 02:00,1.162,6.024,1119.324,4.787,8.248
02-06-2019 02:00,00:00.0,9.366,0.007,0,0,0,02-09-2019 02:00,1.162,6.024,1119.324,4.787,8.248
02-03-2019 03:00,00:00.0,-10.589,0.002,0,0,0,02-12-2019 03:00,1.303,6.024,324.023,4.105,8.248
02-06-2019 03:00,00:00.0,9.291,0.007,2.024,11.517,0,02-12-2019 03:00,1.303,6.024,324.023,4.105,8.248
02-09-2019 03:00,00:00.0,10.254,0.009,0,0,0,02-12-2019 03:00,1.303,6.024,324.023,4.105,8.248
02-12-2019 03:00,00:00.0,-14.001,0.001,0,0,0,02-12-2019 03:00,1.303,6.024,324.023,4.105,8.248
02-06-2019 04:00,00:00.0,9.447,0.007,49.723,160.468,252.435,02-12-2019 04:00,1.302,6.024,323.706,4.104,8.248
02-03-2019 04:00,00:00.0,-10.796,0.002,0,0,0,02-12-2019 04:00,1.302,6.024,323.706,4.104,8.248
02-09-2019 04:00,00:00.0,9.682,0.009,1.478,6.061,0,02-12-2019 04:00,1.302,6.024,323.706,4.104,8.248
02-12-2019 04:00,00:00.0,-14.028,0.001,0,0,0,02-12-2019 04:00,1.302,6.024,323.706,4.104,8.248
02-03-2019 05:00,00:00.0,-11.148,0.002,0.626,2.301,0,02-03-2019 05:00,1.225,6.024,2130.833,7.634,8.248
02-06-2019 05:00,00:00.0,10.556,0.007,158.877,373.213,1061.822,02-03-2019 05:00,1.225,6.024,2130.833,7.634,8.248
02-12-2019 05:00,00:00.0,-13.939,0.001,0,0,0,02-03-2019 05:00,1.225,6.024,2130.833,7.634,8.248
02-09-2019 05:00,00:00.0,10.106,0.009,62.094,150.74,544,02-03-2019 05:00,1.225,6.024,2130.833,7.634,8.248
02-06-2019 06:00,00:00.0,12.594,0.008,308.57,585.527,2672.863,02-12-2019 06:00,1.303,6.024,470.758,4.569,8.248
02-09-2019 06:00,00:00.0,11.403,0.009,207.22,379.102,1709.084,02-12-2019 06:00,1.303,6.024,470.758,4.569,8.248
02-03-2019 06:00,00:00.0,-9.868,0.002,48.84,112.536,1813.39,02-12-2019 06:00,1.303,6.024,470.758,4.569,8.248
02-12-2019 06:00,00:00.0,-13.829,0.001,0.14,0.769,0,02-12-2019 06:00,1.303,6.024,470.758,4.569,8.248
02-09-2019 07:00,00:00.0,13.487,0.009,378.321,591.684,3147.57,02-12-2019 07:00,1.305,6.024,606.902,4.936,8.248
02-06-2019 07:00,00:00.0,15.258,0.008,461.931,782.934,3327.424,02-12-2019 07:00,1.305,6.024,606.902,4.936,8.248
02-03-2019 07:00,00:00.0,-5.409,0.002,180.449,329.608,2724.564,02-12-2019 07:00,1.305,6.024,606.902,4.936,8.248
02-12-2019 07:00,00:00.0,-13.71,0.001,19.738,70.508,8.312,02-12-2019 07:00,1.305,6.024,606.902,4.936,8.248
02-09-2019 08:00,00:00.0,16.533,0.009,530.126,773.718,3607.18,02-12-2019 08:00,1.308,6.024,891.081,5.574,8.248
02-03-2019 08:00,00:00.0,-2.236,0.002,320.161,519.136,3056.053,02-12-2019 08:00,1.308,6.024,891.081,5.574,8.248
02-06-2019 08:00,00:00.0,17.332,0.008,597.906,951.989,3565.182,02-12-2019 08:00,1.308,6.024,891.081,5.574,8.248
02-12-2019 08:00,00:00.0,-13.054,0.001,83.104,235.405,132.684,02-12-2019 08:00,1.308,6.024,891.081,5.574,8.248
02-03-2019 09:00,00:00.0,0.914,0.002,432.343,664.04,3189.002,02-03-2019 09:00,1.23,6.024,1242.277,6.238,8.248
02-12-2019 09:00,00:00.0,-12.223,0.001,150.98,372.149,349.34,02-03-2019 09:00,1.23,6.024,1242.277,6.238,8.248
02-06-2019 09:00,00:00.0,18.7,0.008,701.659,1081.165,3606.945,02-03-2019 09:00,1.23,6.024,1242.277,6.238,8.248
02-09-2019 09:00,00:00.0,18.816,0.009,647.804,912.786,3706.575,02-03-2019 09:00,1.23,6.024,1242.277,6.238,8.248
02-12-2019 10:00,00:00.0,-11.86,0.001,194.709,457.323,364.497,02-03-2019 10:00,1.233,6.024,2489.892,8.159,8.248
02-03-2019 10:00,00:00.0,2.894,0.002,497.883,754.46,2959.622,02-03-2019 10:00,1.233,6.024,2489.892,8.159,8.248
02-06-2019 10:00,00:00.0,19.449,0.008,760.515,1161.68,3642.581,02-03-2019 10:00,1.233,6.024,2489.892,8.159,8.248
02-09-2019 10:00,00:00.0,20.065,0.009,722.397,999.4,3670.631,02-03-2019 10:00,1.233,6.024,2489.892,8.159,8.248
02-06-2019 11:00,00:00.0,19.584,0.008,772.469,1188.057,3571.898,02-12-2019 11:00,1.315,6.024,2171.685,7.698,8.248
02-03-2019 11:00,00:00.0,4.055,0.002,508.139,784.26,2728.797,02-12-2019 11:00,1.315,6.024,2171.685,7.698,8.248
02-09-2019 11:00,00:00.0,20.638,0.009,749.026,1027.624,3548.165,02-12-2019 11:00,1.315,6.024,2171.685,7.698,8.248
02-12-2019 11:00,00:00.0,-11.711,0.001,188.251,485.114,550.994,02-12-2019 11:00,1.315,6.024,2171.685,7.698,8.248
02-09-2019 12:00,00:00.0,20.802,0.009,715.537,995.495,3351.948,02-09-2019 12:00,1.168,4.029,304.57,7.698,8.248
02-03-2019 12:00,00:00.0,4.601,0.002,459.765,751.454,2044.222,02-09-2019 12:00,1.168,4.029,304.57,7.698,8.248
02-12-2019 12:00,00:00.0,-11.896,0.001,155.888,453.62,484.677,02-09-2019 12:00,1.168,4.029,304.57,7.698,8.248
02-06-2019 12:00,00:00.0,19.349,0.008,731.012,1158.535,3469.284,02-09-2019 12:00,1.168,4.029,304.57,7.698,8.248
02-12-2019 13:00,00:00.0,-12.353,0.001,107.859,364.991,342.354,02-06-2019 13:00,1.165,4.029,3312.673,7.698,9.416
02-09-2019 13:00,00:00.0,20.642,0.009,633.754,905.198,3048.82,02-06-2019 13:00,1.165,4.029,3312.673,7.698,9.416
02-06-2019 13:00,00:00.0,19.029,0.008,652.787,1075.119,3319.971,02-06-2019 13:00,1.165,4.029,3312.673,7.698,9.416
02-03-2019 13:00,00:00.0,4.554,0.002,368.846,658.229,1280.288,02-06-2019 13:00,1.165,4.029,3312.673,7.698,9.416
02-12-2019 14:00,00:00.0,-12.959,0.001,55.482,225.261,160.001,02-09-2019 14:00,1.173,4.288,381.325,7.698,9.416
02-03-2019 14:00,00:00.0,3.908,0.003,251.167,511.002,729.565,02-09-2019 14:00,1.173,4.288,381.325,7.698,9.416
02-09-2019 14:00,00:00.0,20.229,0.009,512.313,762.871,2660.137,02-09-2019 14:00,1.173,4.288,381.325,7.698,9.416
02-06-2019 14:00,00:00.0,18.349,0.008,540.15,943.481,2825.412,02-09-2019 14:00,1.173,4.288,381.325,7.698,9.416
02-12-2019 15:00,00:00.0,-13.574,0.001,10.685,55.155,3.393,02-06-2019 15:00,1.171,4.288,2706.893,7.698,8.478
02-09-2019 15:00,00:00.0,19.477,0.009,351.985,578.17,1980.429,02-06-2019 15:00,1.171,4.288,2706.893,7.698,8.478
02-06-2019 15:00,00:00.0,17.416,0.008,406.755,772.621,2367.504,02-06-2019 15:00,1.171,4.288,2706.893,7.698,8.478
02-03-2019 15:00,00:00.0,2.185,0.003,132.093,319.819,282.732,02-06-2019 15:00,1.171,4.288,2706.893,7.698,8.478
02-06-2019 16:00,00:00.0,16.11,0.008,278.148,574.192,1300.726,02-06-2019 16:00,1.174,4.288,2207.533,7.698,7.745
02-12-2019 16:00,00:00.0,-14.263,0.001,0.006,0.036,0,02-06-2019 16:00,1.174,4.288,2207.533,7.698,7.745
02-09-2019 16:00,00:00.0,18.409,0.01,193.783,363.66,1549.472,02-06-2019 16:00,1.174,4.288,2207.533,7.698,7.745
02-03-2019 16:00,00:00.0,0.259,0.003,33.417,101.762,29.295,02-06-2019 16:00,1.174,4.288,2207.533,7.698,7.745
02-06-2019 17:00,00:00.0,14.723,0.009,161.715,361.742,695.207,02-06-2019 17:00,1.176,4.288,1434.38,7.698,6.572
02-12-2019 17:00,00:00.0,-14.824,0.001,0,0,0,02-06-2019 17:00,1.176,4.288,1434.38,7.698,6.572
02-09-2019 17:00,00:00.0,15.902,0.011,56.377,135.565,699.627,02-06-2019 17:00,1.176,4.288,1434.38,7.698,6.572
02-03-2019 17:00,00:00.0,-0.573,0.003,0.168,0.692,0,02-06-2019 17:00,1.176,4.288,1434.38,7.698,6.572
02-06-2019 18:00,00:00.0,12.658,0.009,58.963,150.244,401.902,02-12-2019 18:00,1.328,4.288,2111.582,7.609,6.572
02-03-2019 18:00,00:00.0,-1.017,0.003,0,0,0,02-12-2019 18:00,1.328,4.288,2111.582,7.609,6.572
02-09-2019 18:00,00:00.0,13.718,0.009,1.237,5.277,0,02-12-2019 18:00,1.328,4.288,2111.582,7.609,6.572
02-12-2019 18:00,00:00.0,-15.278,0.001,0,0,0,02-12-2019 18:00,1.328,4.288,2111.582,7.609,6.572
02-09-2019 19:00,00:00.0,13.095,0.009,0,0,0,02-06-2019 19:00,1.181,4.288,1928.224,7.609,7.336
02-12-2019 19:00,00:00.0,-15.348,0.001,0,0,0,02-06-2019 19:00,1.181,4.288,1928.224,7.609,7.336
02-06-2019 19:00,00:00.0,9.774,0.008,4.696,14.938,0,02-06-2019 19:00,1.181,4.288,1928.224,7.609,7.336
02-03-2019 19:00,00:00.0,-1.875,0.003,0,0,0,02-06-2019 19:00,1.181,4.288,1928.224,7.609,7.336
02-06-2019 20:00,00:00.0,8.771,0.008,0.001,0.004,0,02-12-2019 20:00,1.332,4.288,1932.583,7.343,7.336
02-03-2019 20:00,00:00.0,-2.799,0.003,0,0,0,02-12-2019 20:00,1.332,4.288,1932.583,7.343,7.336
02-09-2019 20:00,00:00.0,12.748,0.009,0,0,0,02-12-2019 20:00,1.332,4.288,1932.583,7.343,7.336
02-12-2019 20:00,00:00.0,-15.628,0.001,0,0,0,02-12-2019 20:00,1.332,4.288,1932.583,7.343,7.336
02-06-2019 21:00,00:00.0,7.964,0.008,0,0,0,02-03-2019 21:00,1.272,4.288,1333.342,6.405,7.336
02-03-2019 21:00,00:00.0,-3.848,0.002,0,0,0,02-03-2019 21:00,1.272,4.288,1333.342,6.405,7.336
02-12-2019 21:00,00:00.0,-16.087,0.001,0,0,0,02-03-2019 21:00,1.272,4.288,1333.342,6.405,7.336
02-09-2019 21:00,00:00.0,12.535,0.009,0,0,0,02-03-2019 21:00,1.272,4.288,1333.342,6.405,7.336
02-09-2019 22:00,00:00.0,12.44,0.009,0,0,0,02-12-2019 22:00,1.337,4.288,1683.69,6.964,7.336
02-06-2019 22:00,00:00.0,7.367,0.008,0,0,0,02-12-2019 22:00,1.337,4.288,1683.69,6.964,7.336
02-03-2019 22:00,00:00.0,-4.742,0.002,0,0,0,02-12-2019 22:00,1.337,4.288,1683.69,6.964,7.336
02-12-2019 22:00,00:00.0,-16.531,0.001,0,0,0,02-12-2019 22:00,1.337,4.288,1683.69,6.964,7.336
02-03-2019 23:00,00:00.0,-5.571,0.002,0,0,0,02-12-2019 23:00,1.34,4.288,1554.879,6.758,7.336
02-09-2019 23:00,00:00.0,12.444,0.009,0,0,0,02-12-2019 23:00,1.34,4.288,1554.879,6.758,7.336
02-06-2019 23:00,00:00.0,6.923,0.008,0,0,0,02-12-2019 23:00,1.34,4.288,1554.879,6.758,7.336
02-12-2019 23:00,00:00.0,-16.954,0.001,0,0,0,02-12-2019 23:00,1.34,4.288,1554.879,6.758,7.336
03-06-2019 00:00,00:00.0,6.737,0.007,0,0,0,03-06-2019 00:00,1.161,4.288,1102.983,6.758,5.997
03-09-2019 00:00,00:00.0,12.353,0.008,0,0,0,03-06-2019 00:00,1.161,4.288,1102.983,6.758,5.997
03-12-2019 00:00,00:00.0,-17.21,0.001,0,0,0,03-06-2019 00:00,1.161,4.288,1102.983,6.758,5.997
03-03-2019 00:00,00:00.0,-6.392,0.002,0,0,0,03-06-2019 00:00,1.161,4.288,1102.983,6.758,5.997
03-12-2019 01:00,00:00.0,-17.486,0.001,0,0,0,03-06-2019 01:00,1.158,4.288,855.191,6.758,5.508
03-06-2019 01:00,00:00.0,6.796,0.007,0,0,0,03-06-2019 01:00,1.158,4.288,855.191,6.758,5.508
03-09-2019 01:00,00:00.0,12.229,0.008,0,0,0,03-06-2019 01:00,1.158,4.288,855.191,6.758,5.508
03-03-2019 01:00,00:00.0,-7.209,0.002,0,0,0,03-06-2019 01:00,1.158,4.288,855.191,6.758,5.508
03-12-2019 02:00,00:00.0,-17.639,0.001,0,0,0,03-06-2019 02:00,1.154,4.288,1031.055,6.758,5.861
03-06-2019 02:00,00:00.0,6.936,0.007,0,0,0,03-06-2019 02:00,1.154,4.288,1031.055,6.758,5.861
03-09-2019 02:00,00:00.0,12.198,0.008,0,0,0,03-06-2019 02:00,1.154,4.288,1031.055,6.758,5.861
03-03-2019 02:00,00:00.0,-7.715,0.002,0,0,0,03-06-2019 02:00,1.154,4.288,1031.055,6.758,5.861
03-09-2019 03:00,00:00.0,12.113,0.008,0,0,0,03-12-2019 03:00,1.337,4.288,1745.992,7.065,5.861
03-06-2019 03:00,00:00.0,6.786,0.007,3.138,12.261,0,03-12-2019 03:00,1.337,4.288,1745.992,7.065,5.861
03-03-2019 03:00,00:00.0,-8.024,0.002,0,0,0,03-12-2019 03:00,1.337,4.288,1745.992,7.065,5.861
03-12-2019 03:00,00:00.0,-17.715,0.001,0,0,0,03-12-2019 03:00,1.337,4.288,1745.992,7.065,5.861
